Lớp,Mã HP,Môn,TC,LT,TH,Tự học,PCGD,SS lớp,Mã LHP,Nhóm,LT/TH,Thứ,Ca,GĐ,GV,Ghi chú,Ghi chú
K69M-AT1,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 2,CL,LT,4,3,211-T,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 2,CL,TH,5,3,103-B,Nguyễn Đông Anh+Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 3,CL,LT,5,2,409-B,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 3,CL,TH,2,4,109-B,Nguyễn Đông Anh+Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT3,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 4,CL,LT,6,2,303-B,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT3,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 4,CL,TH,6,3,303-B,Nguyễn Đông Anh+Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 1,CL,LT,7,1,101-B,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 1,CL,TH,2,1,505-B,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 2,CL,LT,7,2,101-B,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 2,CL,TH,4,1,206-T,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT3,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 3,CL,LT,7,3,101-B,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT3,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 3,CL,TH,4,2,401-B,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,EMA2029,Cơ học môi trường liên tục,3,35,,,3,60,EMA2029 1,CL,LT,5,4,103-B,Nguyễn Đình Đức+Trần Quốc Quân,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT1,EMA2029,Cơ học môi trường liên tục,3,,20,,3,60,EMA2029 1,CL,TH,4,2,211-T,Trần Quốc Quân,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,EMA2029,Cơ học môi trường liên tục,3,35,,,3,60,EMA2029 2,CL,LT,5,4,409-B,Nguyễn Văn Yên,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT2,EMA2029,Cơ học môi trường liên tục,3,,20,,3,60,EMA2029 2,CL,TH,3,1,101-B,Nguyễn Văn Yên,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT3,EMA2029,Cơ học môi trường liên tục,3,35,,,3,60,EMA2029 3,CL,LT,6,4,303-B,Nguyễn Đình Đức+Trần Quốc Quân,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT3,EMA2029,Cơ học môi trường liên tục,3,,20,,3,60,EMA2029 3,CL,TH,2,2,504-B,Trần Quốc Quân,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,ELT2050,Nguyên lý Kỹ thuật điện tử,3,30,,,3,60,ELT2050 1,CL,LT,3,2,506-B,Nguyễn Đăng Phú,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-AT1,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 1,1,TH,6,3-4,301-G2,Nguyễn Đăng Phú+Nguyễn Thành Vinh,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT1,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 1,2,TH,6,3-4,302-G2,Nguyễn Thu Hằng+Nguyễn Thị Ngọc Ánh,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT1,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 1,3,TH,6,1-2,301-G2,Nguyễn Đăng Phú+Nguyễn Danh Vương,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT2,ELT2050,Nguyên lý Kỹ thuật điện tử,3,30,,,3,60,ELT2050 2,CL,LT,3,3,101-B,Nguyễn Đăng Phú,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-AT2,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 2,1,TH,7,3-4,301-G2,Nguyễn Đăng Phú+Nguyễn Tấn Phong,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT2,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 2,2,TH,7,1-2,301-G2,Nguyễn Thu Hằng+Lê Việt Ba,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT2,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 2,3,TH,7,3-4,302-G2,Phạm Quang Hùng+Trần Khánh Duy,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT3,ELT2050,Nguyên lý Kỹ thuật điện tử,3,30,,,3,60,ELT2050 3,CL,LT,4,4,401-B,Trần Như Chí,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-AT3,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 3,1,TH,3,3-4,301-G2,Trần Như Chí+Nguyễn Tuấn Anh,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT3,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 3,2,TH,3,3-4,302-G2,Phạm Quang Hùng+Cao Việt Long,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT3,ELT2050,Nguyên lý Kỹ thuật điện tử,3,,30,,3,20,ELT2050 3,3,TH,3,1-2,302-G2,Trần Như Chí+Chu Thị Phương Dung,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-AT1,EMA2021,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021 1,CL,LT+TH,5,1,201-B,Phạm Đình Tuân,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT2,EMA2021,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021 2,CL,LT+TH,6,4,201-B,Mai Anh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT3,EMA2021,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021 3,CL,LT+TH,4,3,401-B,Phạm Ngọc Thảo,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT1,UET1002,Kỹ năng khởi nghiệp,2,30,,,9,60,UET1002 3,CL,LT,3,1,502-B,Hoàng Thị Hải Yến,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT2,UET1002,Kỹ năng khởi nghiệp,2,30,,,9,60,UET1002 4,CL,LT,5,3,409-B,Hoàng Thị Hải Yến,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT3,UET1002,Kỹ năng khởi nghiệp,2,30,,,9,60,UET1002 5,CL,LT,5,2,401-B,Chu Đức Hà,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-AT1,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 41,CL,LT,5,2,103-B,Đỗ Thị Kim Hoa,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT2,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 42,CL,LT,2,3,109-B,Mai K Đa,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-AT3,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 43,CL,LT,2,4,504-B,Mai K Đa,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-AT1+K68M-AT2,EMA2042,Nhập môn điều khiển thông minh,3,30,,,3,90,EMA2042 1,CL,LT,6,1,105-T,Đỗ Trần Thắng,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-AT1,EMA2042,Nhập môn điều khiển thông minh,3,,30,,3,45,EMA2042 1,1,TH,5,1,505-B,Đỗ Trần Thắng+Phạm Quang Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-AT2,EMA2042,Nhập môn điều khiển thông minh,3,,30,,3,45,EMA2042 1,2,TH,5,3,206-A,Đỗ Trần Thắng+Phạm Quang Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-AT1+K68M-AT2,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,30,,,3,90,EMA2043 1,CL,LT,6,2,105-T,Đỗ Trần Thắng+Phạm Quang Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-AT1,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,45,EMA2043 1,1,TH,5,2,505-B,Lê Duy Minh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-AT1,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,45,EMA2043 1,1,TH,4,4,107-T,Lê Duy Minh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-AT2,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,45,EMA2043 1,2,TH,4,1,107-T,Lê Duy Minh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-AT2,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,45,EMA2043 1,2,TH,3,2,203-T,Lê Duy Minh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-AT1+K68M-AT2,INT3401,Trí tuệ nhân tạo,3,45,,,3,90,INT3401 1,CL,LT,6,3,105-T,Nguyễn Phương Thái+Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-AT1+K68M-AT2,EMA3131,Thiết bị điện,3,30,30,,3,90,EMA3131 1,CL,LT+TH,3,1,107-T,Nguyễn Quang Nhã,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-AT1+K68M-AT2,EMA3131,Thiết bị điện,3,30,30,,3,90,EMA3131 1,CL,LT+TH,3,3,107-T,Nguyễn Quang Nhã,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-AT1+K68M-AT2,BSA2002,Nguyên lý marketing,3,21,23,,9,90,BSA2002 21,CL,LT,4,2,107-T,Vũ Thị Minh Hiền,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-AT1+K68M-AT2,THL1057,Nhà nước và Pháp luật đại cương,2,20,10,,9,90,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K68M-AT1+K68M-AT2,PEC1008,Kinh tế chính trị Mác – Lênin,2,20,10,,9,80,PEC1008 26,CL,LT,4,3,107-T,Tạ Thị Đoàn,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH+K67M-AT-ĐL,EMA4007,Thực tập Kỹ thuật định hướng Kỹ thuật điều khiển và tự động hóa,5,15,120,,3,100,EMA4007 1,CL,LT+TH,7,4,ONL,Phạm Mạnh Thắng+Trần Dương Trí+Hoàng Văn Mạnh+Nguyễn Khắc Đệ+Bành Sơn Hoang+Nguyễn Trọng Giang,,
K67M-AT-TĐH,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,30,,,3,60,EMA3071 1,CL,LT,4,1,309-B,Hoàng Văn Mạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,,30,,3,20,EMA3071 1,1,TH,2,1,310-G2,Hồ Quang Trường,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,,30,,3,20,EMA3071 1,2,TH,2,3,310-G2,Hồ Quang Trường,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,,30,,3,20,EMA3071 1,3,TH,2,4,310-G2,Hồ Quang Trường,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3135,SCADA,3,30,,,3,60,EMA3135 1,CL,LT,3,4,110-B,Hoàng Văn Mạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3135,SCADA,3,,30,,3,20,EMA3135 1,1,TH,2,2,310-G2,Nguyễn Quốc Trưởng,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3135,SCADA,3,,30,,3,20,EMA3135 1,2,TH,4,3,310-G2,Nguyễn Quốc Trưởng,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3135,SCADA,3,,30,,3,20,EMA3135 1,3,TH,5,3,310-G2,Nguyễn Quốc Trưởng,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3134,Hệ thống điều khiển nhúng,3,30,,,3,60,EMA3134 1,CL,LT,5,1,309-B,Lê Duy Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA3134,Hệ thống điều khiển nhúng,3,,30,,3,60,EMA3134 1,CL,TH,3,3,110-B,Lê Duy Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA4003,Đồ án: Thiết kế hệ thống điều khiển trong Công nghiệp,4,30,,,3,60,EMA4003 1,CL,LT,6,3,101-B,Phạm Mạnh Thắng+Trần Dương Trí,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-TĐH,EMA4003,Đồ án: Thiết kế hệ thống điều khiển trong Công nghiệp,4,,60,,3,60,EMA4003 1,CL,TH,3,2,110-B,Hồ Quang Trường,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K67M-AT-TĐH,EMA4003,Đồ án: Thiết kế hệ thống điều khiển trong Công nghiệp,4,,60,,3,60,EMA4003 1,CL,TH,6,2,101-B,Hồ Quang Trường,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K67M-AT-ĐL,EMA3134,Hệ thống điều khiển nhúng,3,30,,,3,30,EMA3134 2,CL,LT,3,4,406-A,Lê Duy Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3134,Hệ thống điều khiển nhúng,3,,30,,3,30,EMA3134 2,CL,TH,2,3,106-A,Lê Duy Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,30,,,3,30,EMA3071 2,CL,LT,5,2,102-A,Hoàng Văn Mạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,,30,,3,15,EMA3071 2,1,TH,6,4,310-G2,Hồ Quang Trường,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3071,Ứng dụng máy tính trong đo lường và điều khiển,3,,30,,3,15,EMA3071 2,2,TH,4,1,310-G2,Hồ Quang Trường,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3135,SCADA,3,30,,,3,30,EMA3135 2,CL,LT,2,4,106-A,Hoàng Văn Mạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3135,SCADA,3,,30,,3,15,EMA3135 2,1,TH,4,2,310-G2,Nguyễn Quốc Trưởng,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA3135,SCADA,3,,30,,3,15,EMA3135 2,2,TH,6,3,310-G2,Nguyễn Quốc Trưởng,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA4004,Đồ án: Thiết kế hệ thống đo lường tự động trong Công nghiệp,4,30,,,3,30,EMA4004 1,CL,LT,4,3,105-A,Phạm Mạnh Thắng+Trần Dương Trí,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-AT-ĐL,EMA4004,Đồ án: Thiết kế hệ thống đo lường tự động trong Công nghiệp,4,,60,,3,30,EMA4004 1,CL,TH,6,1,203-A,Vũ Đình Nam,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K67M-AT-ĐL,EMA4004,Đồ án: Thiết kế hệ thống đo lường tự động trong Công nghiệp,4,,60,,3,30,EMA4004 1,CL,TH,5,3,102-A,Vũ Đình Nam,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69M-MT1+K69M-MT2,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,90,POL1001 37,CL,LT,3,1,105-T,Đàm Thế Vinh+Lê Văn Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,90,POL1001 38,CL,LT,5,3,105-T,Phạm Thị Thuỳ,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT1,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 5,CL,LT,2,1,201-B,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT1,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 5,CL,TH,5,4,110-B,Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT2,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 6,CL,LT,5,1,306-B,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT2,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 6,CL,TH,6,4,107-T,Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,EMA2037,Cơ học kỹ thuật 2,3,30,,,3,60,EMA2037 7,CL,LT,6,3,307-B,Đào Như Mai,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,EMA2037,Cơ học kỹ thuật 2,3,,30,,3,60,EMA2037 7,CL,TH,3,2,103-B,Đỗ Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT1,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 4,CL,LT,2,4,303-B,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT1,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 4,CL,TH,6,3,302-B,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT2,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 5,CL,LT,3,4,102-B,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT2,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 5,CL,TH,5,2,306-B,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,EMA2013,Lý thuyết điều khiển tự động,3,30,,,3,60,EMA2013 6,CL,LT,5,4,205-T,Trần Cường Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,EMA2013,Lý thuyết điều khiển tự động,3,,30,,3,60,EMA2013 6,CL,TH,2,3,106-T,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT1,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,45,,,3,60,EMA2012 1,CL,LT,2,3,201-B,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT1,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,,30,,3,60,EMA2012 1,CL,TH,5,3,110-B,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT2,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,45,,,3,60,EMA2012 2,CL,LT,4,4,510-B,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT2,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,,30,,3,60,EMA2012 2,CL,TH,6,3,107-T,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT3,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,45,,,3,60,EMA2012 3,CL,LT,2,2,106-T,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT3,EMA2012,Sức bền vật liệu và cơ học kết cấu,4,,30,,3,60,EMA2012 3,CL,TH,2,1,106-T,Nguyễn Cao Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT1,ELT2050,Nguyên lý kỹ thuật điện tử,3,30,,,3,60,ELT2050 4,CL,LT,6,4,302-B,Nguyễn Đăng Phú,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-MT1,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 4,1,TH,6,1-2,302-G2,Nguyễn Đăng Phú+Đặng Văn Hiếu,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT1,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 4,2,TH,4,1-2,301-G2,Nguyễn Đăng Phú+Đặng Văn Hiếu,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT1,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 4,3,TH,7,1-2,302-G2,Nguyễn Đăng Phú+Đặng Văn Hiếu,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT2,ELT2050,Nguyên lý kỹ thuật điện tử,3,30,,,3,60,ELT2050 5,CL,LT,4,3,510-B,Nguyễn Đăng Phú,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-MT2,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 5,1,TH,5,3-4,302-G2,Phạm Duy Hưng+Nguyễn Tuấn Anh,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT2,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 5,2,TH,2,1-2,302-G2,Phạm Duy Hưng+Trịnh Lê Hoàng Long,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT2,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 5,3,TH,2,3-4,302-G2,Phạm Duy Hưng+Nguyễn Mai Chi,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT3,ELT2050,Nguyên lý kỹ thuật điện tử,3,30,,,3,60,ELT2050 6,CL,LT,5,1,105-T,Nguyễn Đăng Phú,,"Học 1 ca/10 tuần, thi đợt 2"
K69M-MT3,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 6,1,TH,3,1-2,301-G2,Mai Linh+Cao Việt Long,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT3,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 6,2,TH,4,1-2,302-G2,Mai Linh+Nguyễn Trà My,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT3,ELT2050,Nguyên lý kỹ thuật điện tử,3,,30,,3,20,ELT2050 6,3,TH,4,3-4,302-G2,Mai Linh+Nguyễn Quốc Tuấn,Học tuần 11-15,"Học 2 ca/buổi/5 tuần cuối, thi đợt 2"
K69M-MT1,EMA2021E,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021E 1,CL,LT+TH,4,4,304-B,Phạm Đình Tuân,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT2,EMA2021E,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021E 2,CL,LT+TH,3,2,107-T,Mai Anh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT3,EMA2021E,Linh kiện bán dẫn và vi mạch,2,23,14,,3,60,EMA2021E 3,CL,LT+TH,3,4,101-B,Phạm Ngọc Thảo,,"Học 1 ca/15 tuần, thi đợt 2"
K69M-MT1,ELT2028,Chuyên nghiệp trong công nghệ,2,30,,,3,60,ELT2028 1,CL,LT,2,2,201-B,Đặng Thế Ba,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT2,ELT2028,Chuyên nghiệp trong công nghệ,2,30,,,3,60,ELT2028 2,CL,LT,4,2,510-B,Đặng Thế Ba,,"Học 1 ca/10 tuần, thi đợt 1"
K69M-MT3,ELT2028,Chuyên nghiệp trong công nghệ,2,30,,,3,60,ELT2028 3,CL,LT,5,2,105-T,Đặng Thế Ba,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-MT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,30,,,3,60,EMA2043 2,CL,LT,4,2,407-B,Đỗ Trần Thắng+Nguyễn Trọng Giang,,"Học 1 ca/10 tuần, thi đợt 2"
K68M-MT-MT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 2,CL,TH,5,3,407-A,Lê Duy Minh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-MT-MT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 2,CL,TH,2,4,407-A,Lê Duy Minh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-MT-CT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,30,,,3,60,EMA2043 3,CL,LT,3,2,301-B,Đỗ Trần Thắng+Nguyễn Trọng Giang,,"Học 1 ca/10 tuần, thi đợt 2"
K68M-MT-CT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 3,CL,TH,6,1,403-A,Lê Duy Minh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-MT-CT,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 3,CL,TH,5,4,504-A,Lê Duy Minh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-MT-ĐL+K68M-MT-MH,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,30,,,3,60,EMA2043 4,CL,LT,5,2,407-B,Đỗ Trần Thắng+Nguyễn Trọng Giang,,"Học 1 ca/10 tuần, thi đợt 2"
